rust_path	kind	rust_signature	disposition	python_path	exclusion_kind	rationale
jbotci_syntax::generated_model::walk::selbri	function	&SelbriSyntax	subsumed	jbotci.syntax.strict.SelbriSyntax		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::selbri_afterthought_connective	function	&SelbriAfterthoughtConnectiveSyntax	subsumed	jbotci.syntax.strict.SelbriAfterthoughtConnectiveSyntax		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::selbri_afterthought_connective_jek_connective	function	SelbriAfterthoughtConnectiveSyntax::JekConnective	subsumed	jbotci.syntax.strict.SelbriAfterthoughtConnectiveSyntaxJekConnective		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::selbri_afterthought_connective_joik_connective	function	SelbriAfterthoughtConnectiveSyntax::JoikConnective	subsumed	jbotci.syntax.strict.SelbriAfterthoughtConnectiveSyntaxJoikConnective		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::selbri_fragment	function	&SelbriFragmentSyntax	subsumed	jbotci.syntax.strict.SelbriFragmentSyntax		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::selbri_mekso_operand	function	&SelbriMeksoOperandSyntax	subsumed	jbotci.syntax.strict.SelbriMeksoOperandSyntax		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::selbri_mekso_operator	function	&SelbriMeksoOperatorSyntax	subsumed	jbotci.syntax.strict.SelbriMeksoOperatorSyntax		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::selbri_reinterpret_zantufa_assigned_selbri	function	SelbriSyntax::ReinterpretZantufaAssignedSelbri	subsumed	jbotci.syntax.strict.SelbriSyntaxReinterpretZantufaAssignedSelbri		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::selbri_simple_bridi_tail	function	&SelbriSimpleBridiTailSyntax	subsumed	jbotci.syntax.strict.SelbriSimpleBridiTailSyntax		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::selbri_simple_bridi_tail_without_tail_terms	function	&SelbriSimpleBridiTailWithoutTailTermsSyntax	subsumed	jbotci.syntax.strict.SelbriSimpleBridiTailWithoutTailTermsSyntax		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::selbri_tagged_selbri	function	SelbriSyntax::TaggedSelbri	subsumed	jbotci.syntax.strict.SelbriSyntaxTaggedSelbri		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::selbri_untagged_selbri	function	SelbriSyntax::UntaggedSelbri	subsumed	jbotci.syntax.strict.SelbriSyntaxUntaggedSelbri		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::selbri_vocative_sumti	function	&SelbriVocativeSumtiSyntax	subsumed	jbotci.syntax.strict.SelbriVocativeSumtiSyntax		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::selbri_without_terminal_relative	function	&SelbriWithoutTerminalRelativeSyntax	subsumed	jbotci.syntax.strict.SelbriWithoutTerminalRelativeSyntax		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::selbri_without_terminal_relative_tagged_selbri_without_terminal_relative	function	SelbriWithoutTerminalRelativeSyntax::TaggedSelbriWithoutTerminalRelative	subsumed	jbotci.syntax.strict.SelbriWithoutTerminalRelativeSyntaxTaggedSelbriWithoutTerminalRelative		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::selbri_without_terminal_relative_untagged_selbri_without_terminal_relative	function	SelbriWithoutTerminalRelativeSyntax::UntaggedSelbriWithoutTerminalRelative	subsumed	jbotci.syntax.strict.SelbriWithoutTerminalRelativeSyntaxUntaggedSelbriWithoutTerminalRelative		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::selbri_without_terminal_relative_zantufa_priority_assigned_selbri_without_terminal_relative	function	SelbriWithoutTerminalRelativeSyntax::ZantufaPriorityAssignedSelbriWithoutTerminalRelative	subsumed	jbotci.syntax.strict.SelbriWithoutTerminalRelativeSyntaxZantufaPriorityAssignedSelbriWithoutTerminalRelative		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::selbri_zantufa_priority_assigned_selbri	function	SelbriSyntax::ZantufaPriorityAssignedSelbri	subsumed	jbotci.syntax.strict.SelbriSyntaxZantufaPriorityAssignedSelbri		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::selbri_zantufa_relative_selbri	function	SelbriSyntax::ZantufaRelativeSelbri	subsumed	jbotci.syntax.strict.SelbriSyntaxZantufaRelativeSelbri		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::simple_bridi_tail	function	&SimpleBridiTailSyntax	subsumed	jbotci.syntax.strict.SimpleBridiTailSyntax		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::simple_bridi_tail_exp_prefixed_simple_bridi_tail	function	SimpleBridiTailSyntax::ExpPrefixedSimpleBridiTail	subsumed	jbotci.syntax.strict.SimpleBridiTailSyntaxExpPrefixedSimpleBridiTail		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::simple_bridi_tail_forethought_simple_bridi_tail	function	SimpleBridiTailSyntax::ForethoughtSimpleBridiTail	subsumed	jbotci.syntax.strict.SimpleBridiTailSyntaxForethoughtSimpleBridiTail		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::simple_bridi_tail_selbri_simple_bridi_tail	function	SimpleBridiTailSyntax::SelbriSimpleBridiTail	subsumed	jbotci.syntax.strict.SimpleBridiTailSyntaxSelbriSimpleBridiTail		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::simple_bridi_tail_without_tail_terms	function	&SimpleBridiTailWithoutTailTermsSyntax	subsumed	jbotci.syntax.strict.SimpleBridiTailWithoutTailTermsSyntax		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::simple_bridi_tail_without_tail_terms_exp_prefixed_simple_bridi_tail_without_tail_terms	function	SimpleBridiTailWithoutTailTermsSyntax::ExpPrefixedSimpleBridiTailWithoutTailTerms	subsumed	jbotci.syntax.strict.SimpleBridiTailWithoutTailTermsSyntaxExpPrefixedSimpleBridiTailWithoutTailTerms		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::simple_bridi_tail_without_tail_terms_forethought_simple_bridi_tail_without_tail_terms	function	SimpleBridiTailWithoutTailTermsSyntax::ForethoughtSimpleBridiTailWithoutTailTerms	subsumed	jbotci.syntax.strict.SimpleBridiTailWithoutTailTermsSyntaxForethoughtSimpleBridiTailWithoutTailTerms		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::simple_bridi_tail_without_tail_terms_selbri_simple_bridi_tail_without_tail_terms	function	SimpleBridiTailWithoutTailTermsSyntax::SelbriSimpleBridiTailWithoutTailTerms	subsumed	jbotci.syntax.strict.SimpleBridiTailWithoutTailTermsSyntaxSelbriSimpleBridiTailWithoutTailTerms		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::simple_connected_selbri_continuation	function	&SimpleConnectedSelbriContinuationSyntax	subsumed	jbotci.syntax.strict.SimpleConnectedSelbriContinuationSyntax		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::simple_i_connective_statement_tail	function	&SimpleIConnectiveStatementTailSyntax	subsumed	jbotci.syntax.strict.SimpleIConnectiveStatementTailSyntax		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::simple_interval_connective	function	&SimpleIntervalConnectiveSyntax	subsumed	jbotci.syntax.strict.SimpleIntervalConnectiveSyntax		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::simple_lerfu_word	function	&SimpleLerfuWordSyntax	subsumed	jbotci.syntax.strict.SimpleLerfuWordSyntax		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::simple_mekso_operand	function	&SimpleMeksoOperandSyntax	subsumed	jbotci.syntax.strict.SimpleMeksoOperandSyntax		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::simple_mekso_operand_array_mekso_operand	function	SimpleMeksoOperandSyntax::ArrayMeksoOperand	subsumed	jbotci.syntax.strict.SimpleMeksoOperandSyntaxArrayMeksoOperand		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::simple_mekso_operand_forethought_mekso_operand	function	SimpleMeksoOperandSyntax::ForethoughtMeksoOperand	subsumed	jbotci.syntax.strict.SimpleMeksoOperandSyntaxForethoughtMeksoOperand		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::simple_mekso_operand_lahe_qualified_mekso_operand	function	SimpleMeksoOperandSyntax::LaheQualifiedMeksoOperand	subsumed	jbotci.syntax.strict.SimpleMeksoOperandSyntaxLaheQualifiedMeksoOperand		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::simple_mekso_operand_lerfu_string_mekso	function	SimpleMeksoOperandSyntax::LerfuStringMekso	subsumed	jbotci.syntax.strict.SimpleMeksoOperandSyntaxLerfuStringMekso		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::simple_mekso_operand_number_mekso	function	SimpleMeksoOperandSyntax::NumberMekso	subsumed	jbotci.syntax.strict.SimpleMeksoOperandSyntaxNumberMekso		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::simple_mekso_operand_parenthesized_mekso_operand	function	SimpleMeksoOperandSyntax::ParenthesizedMeksoOperand	subsumed	jbotci.syntax.strict.SimpleMeksoOperandSyntaxParenthesizedMeksoOperand		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::simple_mekso_operand_qualified_mekso_operand	function	SimpleMeksoOperandSyntax::QualifiedMeksoOperand	subsumed	jbotci.syntax.strict.SimpleMeksoOperandSyntaxQualifiedMeksoOperand		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::simple_mekso_operand_scalar_negated_mekso_operand	function	SimpleMeksoOperandSyntax::ScalarNegatedMeksoOperand	subsumed	jbotci.syntax.strict.SimpleMeksoOperandSyntaxScalarNegatedMeksoOperand		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::simple_mekso_operand_selbri_mekso_operand	function	SimpleMeksoOperandSyntax::SelbriMeksoOperand	subsumed	jbotci.syntax.strict.SimpleMeksoOperandSyntaxSelbriMeksoOperand		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::simple_mekso_operand_sumti_mekso_operand	function	SimpleMeksoOperandSyntax::SumtiMeksoOperand	subsumed	jbotci.syntax.strict.SimpleMeksoOperandSyntaxSumtiMeksoOperand		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::simple_mekso_operator	function	&SimpleMeksoOperatorSyntax	subsumed	jbotci.syntax.strict.SimpleMeksoOperatorSyntax		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::simple_mekso_operator_atomic_mekso_operator	function	SimpleMeksoOperatorSyntax::AtomicMeksoOperator	subsumed	jbotci.syntax.strict.SimpleMeksoOperatorSyntaxAtomicMeksoOperator		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::simple_mekso_operator_grouped_mekso_operator	function	SimpleMeksoOperatorSyntax::GroupedMeksoOperator	subsumed	jbotci.syntax.strict.SimpleMeksoOperatorSyntaxGroupedMeksoOperator		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::simple_paragraph	function	&SimpleParagraphSyntax	subsumed	jbotci.syntax.strict.SimpleParagraphSyntax		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::simple_sumti	function	&SimpleSumtiSyntax	subsumed	jbotci.syntax.strict.SimpleSumtiSyntax		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::simple_term	function	&SimpleTermSyntax	subsumed	jbotci.syntax.strict.SimpleTermSyntax		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::simple_term_bare_na_term	function	SimpleTermSyntax::BareNaTerm	subsumed	jbotci.syntax.strict.SimpleTermSyntaxBareNaTerm		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::simple_term_elided_nahe_fiho_tag_term	function	SimpleTermSyntax::ElidedNaheFihoTagTerm	subsumed	jbotci.syntax.strict.SimpleTermSyntaxElidedNaheFihoTagTerm		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::simple_term_exp_soi_adverbial_term	function	SimpleTermSyntax::ExpSoiAdverbialTerm	subsumed	jbotci.syntax.strict.SimpleTermSyntaxExpSoiAdverbialTerm		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::simple_term_fihoi_proposal_adverbial_term	function	SimpleTermSyntax::FihoiProposalAdverbialTerm	subsumed	jbotci.syntax.strict.SimpleTermSyntaxFihoiProposalAdverbialTerm		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::simple_term_forethought_termset	function	SimpleTermSyntax::ForethoughtTermset	subsumed	jbotci.syntax.strict.SimpleTermSyntaxForethoughtTermset		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::simple_term_gek_termset	function	SimpleTermSyntax::GekTermset	subsumed	jbotci.syntax.strict.SimpleTermSyntaxGekTermset		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::simple_term_jai_tagged_sumti_term	function	SimpleTermSyntax::JaiTaggedSumtiTerm	subsumed	jbotci.syntax.strict.SimpleTermSyntaxJaiTaggedSumtiTerm		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::simple_term_ke_termset	function	SimpleTermSyntax::KeTermset	subsumed	jbotci.syntax.strict.SimpleTermSyntaxKeTermset		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::simple_term_na_ku_term	function	SimpleTermSyntax::NaKuTerm	subsumed	jbotci.syntax.strict.SimpleTermSyntaxNaKuTerm		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::simple_term_noiha_adverbial_term	function	SimpleTermSyntax::NoihaAdverbialTerm	subsumed	jbotci.syntax.strict.SimpleTermSyntaxNoihaAdverbialTerm		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::simple_term_nuhi_termset	function	SimpleTermSyntax::NuhiTermset	subsumed	jbotci.syntax.strict.SimpleTermSyntaxNuhiTermset		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::simple_term_place_tagged_sumti_term	function	SimpleTermSyntax::PlaceTaggedSumtiTerm	subsumed	jbotci.syntax.strict.SimpleTermSyntaxPlaceTaggedSumtiTerm		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::simple_term_sumti_term	function	SimpleTermSyntax::SumtiTerm	subsumed	jbotci.syntax.strict.SimpleTermSyntaxSumtiTerm		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::simple_term_tagged_sumti_before_tag_term	function	SimpleTermSyntax::TaggedSumtiBeforeTagTerm	subsumed	jbotci.syntax.strict.SimpleTermSyntaxTaggedSumtiBeforeTagTerm		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::simple_term_tagged_sumti_term	function	SimpleTermSyntax::TaggedSumtiTerm	subsumed	jbotci.syntax.strict.SimpleTermSyntaxTaggedSumtiTerm		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::simple_term_zantufa_gek_termset	function	SimpleTermSyntax::ZantufaGekTermset	subsumed	jbotci.syntax.strict.SimpleTermSyntaxZantufaGekTermset		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::simple_term_zantufa_joik_chained_place_tag_term	function	SimpleTermSyntax::ZantufaJoikChainedPlaceTagTerm	subsumed	jbotci.syntax.strict.SimpleTermSyntaxZantufaJoikChainedPlaceTagTerm		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::simple_term_zantufa_xoi_adverbial_term	function	SimpleTermSyntax::ZantufaXoiAdverbialTerm	subsumed	jbotci.syntax.strict.SimpleTermSyntaxZantufaXoiAdverbialTerm		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::single_na_fragment	function	&SingleNaFragmentSyntax	subsumed	jbotci.syntax.strict.SingleNaFragmentSyntax		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::small_vec	function	generic generated descent	rust-only		generic-trait	Generic descent adapter for Rust Box, Arc, Option, tuple, or sequence wrappers; Python erases those ownership wrappers.
jbotci_syntax::generated_model::walk::small_vec1	function	generic generated descent	rust-only		generic-trait	Generic descent adapter for Rust Box, Arc, Option, tuple, or sequence wrappers; Python erases those ownership wrappers.
jbotci_syntax::generated_model::walk::soi_free_modifier	function	&SoiFreeModifierSyntax	subsumed	jbotci.syntax.strict.SoiFreeModifierSyntax		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::space_interval_extent_tense	function	&SpaceIntervalExtentTenseSyntax	subsumed	jbotci.syntax.strict.SpaceIntervalExtentTenseSyntax		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::space_interval_extent_tense_veha_space_interval_tense	function	SpaceIntervalExtentTenseSyntax::VehaSpaceIntervalTense	subsumed	jbotci.syntax.strict.SpaceIntervalExtentTenseSyntaxVehaSpaceIntervalTense		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::space_interval_extent_tense_viha_space_interval_tense	function	SpaceIntervalExtentTenseSyntax::VihaSpaceIntervalTense	subsumed	jbotci.syntax.strict.SpaceIntervalExtentTenseSyntaxVihaSpaceIntervalTense		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::space_interval_properties_tense	function	&SpaceIntervalPropertiesTenseSyntax	subsumed	jbotci.syntax.strict.SpaceIntervalPropertiesTenseSyntax		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::space_interval_tense	function	&SpaceIntervalTenseSyntax	subsumed	jbotci.syntax.strict.SpaceIntervalTenseSyntax		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::space_interval_tense_space_interval_properties_tense	function	SpaceIntervalTenseSyntax::SpaceIntervalPropertiesTense	subsumed	jbotci.syntax.strict.SpaceIntervalTenseSyntaxSpaceIntervalPropertiesTense		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::space_interval_tense_space_interval_with_extent_tense	function	SpaceIntervalTenseSyntax::SpaceIntervalWithExtentTense	subsumed	jbotci.syntax.strict.SpaceIntervalTenseSyntaxSpaceIntervalWithExtentTense		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::space_interval_with_extent_tense	function	&SpaceIntervalWithExtentTenseSyntax	subsumed	jbotci.syntax.strict.SpaceIntervalWithExtentTenseSyntax		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::space_tense	function	&SpaceTenseSyntax	subsumed	jbotci.syntax.strict.SpaceTenseSyntax		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::space_tense_space_tense_with_interval	function	SpaceTenseSyntax::SpaceTenseWithInterval	subsumed	jbotci.syntax.strict.SpaceTenseSyntaxSpaceTenseWithInterval		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::space_tense_space_tense_with_mohi	function	SpaceTenseSyntax::SpaceTenseWithMohi	subsumed	jbotci.syntax.strict.SpaceTenseSyntaxSpaceTenseWithMohi		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::space_tense_space_tense_with_offset	function	SpaceTenseSyntax::SpaceTenseWithOffset	subsumed	jbotci.syntax.strict.SpaceTenseSyntaxSpaceTenseWithOffset		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::space_tense_space_tense_with_va	function	SpaceTenseSyntax::SpaceTenseWithVa	subsumed	jbotci.syntax.strict.SpaceTenseSyntaxSpaceTenseWithVa		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::space_tense_with_interval	function	&SpaceTenseWithIntervalSyntax	subsumed	jbotci.syntax.strict.SpaceTenseWithIntervalSyntax		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::space_tense_with_mohi	function	&SpaceTenseWithMohiSyntax	subsumed	jbotci.syntax.strict.SpaceTenseWithMohiSyntax		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::space_tense_with_offset	function	&SpaceTenseWithOffsetSyntax	subsumed	jbotci.syntax.strict.SpaceTenseWithOffsetSyntax		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::space_tense_with_va	function	&SpaceTenseWithVaSyntax	subsumed	jbotci.syntax.strict.SpaceTenseWithVaSyntax		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::space_then_time_caha_tense	function	&SpaceThenTimeCahaTenseSyntax	subsumed	jbotci.syntax.strict.SpaceThenTimeCahaTenseSyntax		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::stag_bound_term_connection	function	&StagBoundTermConnectionSyntax	subsumed	jbotci.syntax.strict.StagBoundTermConnectionSyntax		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::stag_bound_term_continuation	function	&StagBoundTermContinuationSyntax	subsumed	jbotci.syntax.strict.StagBoundTermContinuationSyntax		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::standard_forethought_selbri_connection	function	&StandardForethoughtSelbriConnectionSyntax	subsumed	jbotci.syntax.strict.StandardForethoughtSelbriConnectionSyntax		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::standard_mekso_array_element	function	&StandardMeksoArrayElementSyntax	subsumed	jbotci.syntax.strict.StandardMeksoArrayElementSyntax		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::standard_mekso_array_element_forethought_call_mekso	function	StandardMeksoArrayElementSyntax::ForethoughtCallMekso	subsumed	jbotci.syntax.strict.StandardMeksoArrayElementSyntaxForethoughtCallMekso		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::standard_mekso_array_element_mekso_operand	function	StandardMeksoArrayElementSyntax::MeksoOperand	subsumed	jbotci.syntax.strict.StandardMeksoArrayElementSyntaxMeksoOperand		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::standard_statement_connective	function	&StandardStatementConnectiveSyntax	subsumed	jbotci.syntax.strict.StandardStatementConnectiveSyntax		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::standard_statement_connective_jek_connective	function	StandardStatementConnectiveSyntax::JekConnective	subsumed	jbotci.syntax.strict.StandardStatementConnectiveSyntaxJekConnective		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::standard_statement_connective_joik_connective	function	StandardStatementConnectiveSyntax::JoikConnective	subsumed	jbotci.syntax.strict.StandardStatementConnectiveSyntaxJoikConnective		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::statement	function	&StatementSyntax	subsumed	jbotci.syntax.strict.StatementSyntax		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::statement_after_i_connective	function	&StatementAfterIConnectiveSyntax	subsumed	jbotci.syntax.strict.StatementAfterIConnectiveSyntax		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::statement_after_i_connective_bridi_statement	function	StatementAfterIConnectiveSyntax::BridiStatement	subsumed	jbotci.syntax.strict.StatementAfterIConnectiveSyntaxBridiStatement		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::statement_after_i_connective_forethought_statement	function	StatementAfterIConnectiveSyntax::ForethoughtStatement	subsumed	jbotci.syntax.strict.StatementAfterIConnectiveSyntaxForethoughtStatement		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::statement_after_i_connective_text_group_statement	function	StatementAfterIConnectiveSyntax::TextGroupStatement	subsumed	jbotci.syntax.strict.StatementAfterIConnectiveSyntaxTextGroupStatement		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::statement_base	function	&StatementBaseSyntax	subsumed	jbotci.syntax.strict.StatementBaseSyntax		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::statement_base_bridi_statement	function	StatementBaseSyntax::BridiStatement	subsumed	jbotci.syntax.strict.StatementBaseSyntaxBridiStatement		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::statement_base_forethought_statement	function	StatementBaseSyntax::ForethoughtStatement	subsumed	jbotci.syntax.strict.StatementBaseSyntaxForethoughtStatement		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::statement_base_prenex_statement	function	StatementBaseSyntax::PrenexStatement	subsumed	jbotci.syntax.strict.StatementBaseSyntaxPrenexStatement		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::statement_base_text_group_statement	function	StatementBaseSyntax::TextGroupStatement	subsumed	jbotci.syntax.strict.StatementBaseSyntaxTextGroupStatement		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
jbotci_syntax::generated_model::walk::statement_connective	function	&StatementConnectiveSyntax	subsumed	jbotci.syntax.strict.StatementConnectiveSyntax		Typed Python fields and structural pattern matching provide the same grammar-directed child traversal.
